Unnamed: 0,document,star,label
5611,와.. 이걸 넷플릭스에서 120억에 샀다고?안보고 샀나 , 1,0
5612,어벤져스 시리즈라는 전설을 시작하는 작품 답게 다시봐도 대단한 명작이다. 특히 마지막 30분 액션씬은 다양한 히어로들의 박진감 넘치는 액션으로 지루할 틈 없이 가슴이 웅장해지는 최고의 액션이다 , 10,1
5613,블랙코미디? 먼내용인지 , 4,0
5614,여기까지 알아내기에도 많이 힘드셨을거란 생각이 드네요..그래도 좀더 힘내셔서 끝까지 파헤쳐 진실규명 해주셨으면 하는 바램입니다. 진실은 꼭 밝혀지리라 믿어요. , 10,1
5615,킬링타임용 영화라고는 하는데... 근데 모자란부분이 많아도 너무많았음 , 3,0
5616,설정이 별로인 부분이 있지만 현실적이라는 면에서 좋았고 로마의 휴일의 뉴욕버전인것 같네요. 오드리 헵번이 너무 예뻐요^^ , 8,1
5617,그냥 답이 없음 넷플릭스에 판게 신의한수ㅋㄹㄴ에 고마워해라 , 1,0
5618,재밌음 긴장감쩔고.. , 10,1
5619,민주화운동이라는것에 큰 관심이 없었는데 영화를 보고 나니 너무도 화가 나고 답답합니다 연기해주신 연기자 분들도 연출해주신 스태프 분들도 너무 감사합니다아직까지 그 사람이 살아있다는건 정말 너무도 감당하기 힘들 정도네요 , 10,1
5620,"이 영화를 보고 떠오른 영화는 300, 킹덤 오브 헤븐, 반지의 제왕이 떠오른다. 이 영화는 방금 영화들을 짬뽕시켜서 만든 개 ㅈ 같은 영화이다. 개인적으로 킹덤 오브 헤븐의 팬으로써 굉장히 모욕감이 든다. 정말 신기한 것은 내용이 볼것 없어도 그놈의 싸구려 감성팔이와 국뽕이면 우리나라에선 어떤 영화든 성공한다는것이다. ", 1,0
5621,청불로 하고 노출신이라도 제대로 찍었음 남자들이 찾아보기라도 했을텐데 ... , 1,0
5622,배경만 디스토피아 시나리오는 발로 쓴거 같고 , 3,0
5623,설마 뭐가 있겠지.. 이게 다는 아닐꺼야..이러고 끝까지 본 내 시간이 아까움 긴장감은 높으나 현실성이 너무 없음이 배우들을  이렇게 소모시키는 감독의 능력도 대단함 , 1,0
5624,도대체 뭘 말하고 싶은가요 , 1,0
5625,드라마10화부터11화만본느낌 , 4,0
5626,, ,0
5627,이 시국에 영화가 나와서 관객수가 적은 것 같아 아쉽다.꼭 나중에 영화관에서 재상영하길. 넷플릭스로는 표현할 수 없는 스크린의 위대함을 보여준다. 정말 최고 , 10,1
5628,, 10,1
5629,나도 다른 소수의 평점들처럼 긴장감 느끼면서 괜찮게 본 영화 너무 긴장을해서 어깨에 담옴 너무 별로라는 무수한 평점들을 보고 궁금해서 봤는데 액션이나 배우들의 연기력으로 1점도 안되는 평점들이 머릿속에서 사라져 갔음 평균 평점 너무 낮다 왠만한 스릴러 뺨 치는데 배우님들 수고 많았어요 , 8,1
5630,미국에 허접한 좀비영화많은데 이건 허접하지가않게 연기연출좋음~ , 10,1
5631,20년전 제주도에서 처음 만나는 이성과 밤새 해안가에 차를 세워두고 밤새 얘기하고 헤어졌던 기억이 아직도 생생하다...이 영화를 그녀도 봤다면 내가 떠올랐을까?  간만에 설레었다. , 10,1
5632,토비 맥과이어 연기는 진심 미쳤고 연출도 진심 보는 사람이 편집증 걸릴 연출력이다 ㄷㄷ , 10,1
5633,과거에도 앞으로도 제 인생에 있어서 다시 없을 영화 , 10,1
5634,, ,0
5635,"넷플릭스 이런영화를 120억에 구매해주는데 망 사용료 소송까지 지면 정말 불쌍하게 느껴질 듯.긴장감 텐션 높여주고, 스토리 산으로 가면서 어라? 하는 의구심 갖게하고, 연출력 바닥 드러나면서 짜증 유발하고, 속편까지 만들겠다는 염치없는 의도 느껴지는 순간에 분노. ", 2,0
5636,평점 물타기 심하다. 충분히 재밌음 평점에 속지마시길. 너무 단순한 스토리 말고는 모든게 완벽함 , 8,1
5637,"가상의 공간 그들이 마주하는 과장된 현실은 지금 우리의 청년들이 살아가는 이곳과 크게 다르지 않다고 느껴 영화들 보는내내 가슴이 답답하고 먹먹했다.그들은 포식자 앞에서 본능적으로 움츠려 들며 그 포식자 또한 본능적으로 그걸 알고 천천히 사냥을 시작한다. ""꿈도 희망도 버리지마라""더이상 현실에서 도망치지 말고 희망을 스스로 잡으라는 감독의 메시지는 우울함으로 가득찬 영화의 미장센과는 대조적이며 포지티브하고 따듯하다.출연한 모든 배우에게 감사를 드린다. ", 9,1
5638,"전문용어가 많이 나열되었지만, 이해하기 쉽도록 스토리 전개가 되어있네요.분명한 건 세월호 시간 조작은  결국 대통령 7시간 곧. 부재의 시간땜에 기획된 듯~~느낌적인 느낌이지만 확신이  드네요 ", 10,1
5639,사운드 어브 뮤직에 이은 인생 최고의 영화. 몇 번이나 봤었던지. 매우 강추!!! , 10,1
5640,, 10,1
5641,저 정도 담력으로 조폭이 운영하는 도박장을 털 생각을 했다고?? , 4,0
5642,간만에 한국꺼 재밌었음 이선균 좋음 , 8,1
5643,평점 왜이러죠..? 전 진짜 엄청 재밌게 봤는데 두시간동안 엄청 쫄려하면서 정말 재밌게봤어요 정말 꼭 보세요 이 영화가 재미없다는 사람은 어떻게 봤는지 모르겠지만 밤에 새벽에 봐보세요 집중하고 진짜 너무 재밌어요 , 10,1
5644,파수꾼이 끝나고 10년 후.. , 4,0
5645,"좋은 배우들 데리고 뭐야,.... ,기대하게 만들어놓고 이게 뭐람.겉멋만 잔뜩 들었어ㅠ ", 2,0
5646,, 10,1
5647,배우가 아까워 아깝다구 , 1,0
5648,"오랜만에 시원한 영상을 봤다.특히, 롱테이크 부분이 나오는데, 내가 카메라맨 입장이라고 생각하고 보면 정말 쇼킹하다. 내용은.... 액션영화라서 기대하지 않았지만, 다 보고 나니, 나쁘지도 않고, 사격씬은 정말 어떻게 찍었나 싶을 정도로 압권이다.  슈퍼 울트라 강추다. ", 10,1
5649,이걸 보고 암이 걸렸어요 , 2,0
5650,노래가 너무 좋음 영상미도 좋고 , 8,1
5651,오랜만에 다시봤는데 말이 필요없는 영화 , 9,1
5652,"긴말 안할께. 리얼, 인랑, 사냥의시간.... 하아ㅠ ", 2,0
5653,사회와 현실에 쫓기는 청년들의 불안과 두려움. 어딜가도 현실(지옥)이니까 그만 도피하고 맞서싸워야한다고. 이상을 좇지말고 현실을 직시하라고. 굳이 하와이가 아니더라도 그저 단순히 바닷가에서 수영하고 낚시가 하고싶은거라면 헬조선이어도 가능하다고. , 10,1
5654,기대하고 보지마시길.긴장감만 있고 나머진 없네요. 요즘 잘나가는 배우들이 아깝다는 생각뿐 넷플릭스 무임승차라 돈 생각은 안나지만 내시간은.... , 4,0
5655,감독이 욕설성애자인가? 관람 후 남은건 과도한 욕설뿐... 내 시간 돌려줘~~ , 1,0
5656,"진짜.. 올해 최고의 영화중 하나로 꼽을수 있다 리얼이런 류의 액션 영화중에 연출, 스토리, 개연성, 감정연기 등한군데 골고루 어울리게 섞어놓은게 진짜 정말 대단하다뭐 하나 놓친구석이 없네액션은 진짜 대박 ", 10,1
5657,넷플릭스로 보았다. 타임킬링용. 긴장했다. 함장역의 제라드버틀러연기 쩔었다. 게리올드만인줄은 몰랐다. 마지막 CIWS-바스티온(캐틀링)에 토르비온포탑-근접방어시스템이 인상적이었다. , 10,1
5658,진짜 재밌게 봤는데.. 평점이 왜이러지? , 10,1
5659,넷플에서 봤는데 배우들 연기 빼고 진짜 볼게없다... , 2,0
5660,총싸움놀이10자이상 , 2,0
5661,10년전 파수꾼을 봤을때의 신선함이 느껴졌고  한국판 갱스터 성장무비가 나온거 같다  이제훈의 연기를 어떻게 하면 잘 끌어낼지는 아는 감독이었고 이제훈의 훌륭한 흡입력으로 두 사람 궁합은 제2의 하정우 윤종빈 이상이라고 말하고 싶다  둘의 다음영화가 궁금하다 , 9,1
5662,엄청난 영화. 한 번 보고 나면 n회차 관람은 당연한 일이 된다. , 10,1
5663,별 하나도 아까운 영화.. 내 2시간 14분이 너무 아깝다.. , 2,0
5664,, 10,1
5665,"연기, 몰입도랑 긴장감은 좋았는데 정작 영화에 내용이 없음 ", 4,0
5666,"뻔한 클리셰, 한국 정서에 어울리지 않는 사이버 펑크 세계관, 허나 잘 어우러지게 표현해내지도 못했음. 연출과 색감자체는 괜찮음. 스토리에 개연성이 떨어지고 불친절함. 열린결말인 척하는 닫힌결말임(열린결말은 맞는데 그냥 누가봐도 결말이 다 예상이 감) 후속작을 만들고 싶다는 의지가 강하게 나타나는데 전혀 기대는 안됨. 제법 지루해서 시간때우기 용으로도 별로임. ", 2,0
5667,"노트북으로 봤을때 후덜덜 상태로 봤는데 영화관에서 봤더라면 대박이였을것같다..나중에 영화관에서 보고싶을정도ㅠㅠ..개인적으로 첨 시작할때부터 영상미랑 ost 우렁차가지고...간지났다..연기는 그냥 미쳤다..박해수배우님 너무 무섭게 연기를 ...ㄷㄷ..""다시물을께요.""가 제일 소름이였다.. ", 10,1
5668,"이제훈 캐릭터의 성장 스토리라는 글을 읽고 웃기기만했음뭔가 감정 이입이 될만한 캐릭터면 모를까 그냥 은행털이 양아치들을 데리고 무슨 성장스토이란 말임? 은행털이, 도박장 털이범들에게 하와이에서 살고싶어하는 그들의 꿈이 이루어졌으면 하는 감정이입이이 되겠는가? 무슨 양아치들의 우정을 이리도 미화시켜놨어ㅎ 매력없는 짜증유발 캐릭터들만 덕지덕지임촬영이나 음악은 좋았지만 캐릭터들이 아주 짜증남 ", 2,0
5669,음악이 상당히 좋습니다 , 10,1
5670,불매운동하던 안하던 그건 사람취향이지무개념들이 강요하고 하라해서 꼭해야해?취미생활방해하지마세요 대가리 상식없는새끼들아 굳이 즐기는사람들에게 피해주고싶음?영화평점까지찾아와서 OO하네 ㅋㅋ , 10,1
5671,따뜻한영화에요 잘봤습니다!! , 10,1
5672,결말이 슬프지만 재미있고 알리와 태주가 함께 vip를 찾아나서서 같이 친해지고 동물말이 들려서 신기하고 감동적이면서 재미있는 영화 였다:) , 10,1
5673,아니 줜나 재밌는데? 이정도면 잘 만들었지 뭘 더 바라냐? , 10,1
5674,악마를 보았다. , 10,1
5675,, 10,1
5676,OO 시간 사냥당했다.내시간 , 1,0
5677,대청제국. 군벌 정부. 일본. 공산 중국. 그들의 죄수였던 황제. 늙은 푸이는 숨겨놓은 귀뚜라미를 기억하고 있었다. . , 10,1
5678,긴장감이 아주 그냥 오져요 , 10,1
5679,붉은빛 영상미 자체가 매력.. 스토리가 디테일하지 않아서 단순하긴 하다. 하지만 배우들 연기도 몰입력 있어서 보는 내내 긴장하고 재밌게 봤다. 평 안좋은거 보고 놀라서 남긴다. , 8,1
5680,눈물 없이 볼수 없습니다. , 10,1
5681,뭐지..ㅎ , 1,0
5682,사랑은 집요하지만 아름답다. , 8,1
5683,맹목적살인과 사형집행 모두 살인이다. , 7,1
5684,"보는 내내 계속 머릿속에 들던 생각은 '이제 그만 누구 하나 죽거나 잡히거나 해라... 그만 좀...' 이거 였음....영화음악 좋았다는 평이 꽤 있는데 저는 뭔가... 영화의 분위기를 고조시키지 못하고 클럽에서 나오는 비트같았어요....감각적 뮤직비디오같은,,,프라이머리가 음악 감독이었네요..흠 보다가 지루해져서 얼마나 남았나 살펴보니까 한시간 가량 남아서 놀람... 그 순간 고민했음...끌까 하고 근데 혹시 몰라서 끝까지 봤지만 한 네번정도 남은 시간 확임함....많이 실망스러웠음...윤성현 감독님.. ", 1,0
5685,진짜 띵작 완전 개 띵작 꼭 보세여 , 10,1
5686,, 10,1
5687,오랫만에 남편이랑 둘이 심장이 쫄깃쫄깃 해지는 기분을 만끽하면서 봤다.연기라고 느끼기에는 너무 리얼해서 놀랬고몰입감을 돕는 음악에 박수를 보낸다.결말에 대해서는 남편과 서로 호불호가 나뉘기는 했지만 곱씹으며 생각해보면 감독이 말하고자 했던 이야기를 조금은 이해할 수 있게 된다. , 10,1
5688,, ,0
5689,마지막에 나온말....이제는 검찰이 답해야한다... , 10,1
5690,애니메이션으로 막장을 접하기는 처음인데 뭔가 아름다웠다. , 10,1
5691,, 10,1
5692,, 10,1
5693,"네이버평점을 보고도 영화를 본 내가 개호갱임. 포스터에 차 문짝이 합성인 것처럼 영화도 연출, 배우, 내용이 모두 허술한 합성같은 느낌 ", 2,0
5694,내가 극 속에 있는 느낌. 답답하고 헛 구역질 나면서도 가슴이 뻥 트이는. , 10,1
5695,오랫만에 졸라 지루하네 라고 생각한 영화 , 2,0
5696,"연출만 좋았고, 나머지는 최악.개연성 없는 스토리, 연속되는 우연에 의한 줄거리 전개. 스토리가 약한데, 계속 쪼기만 하는 연속되는 긴장감으로 보는사람을 피로하게 만듦. 스릴러를 넘어서, 피곤하게 하는 영화를 만들어놨음 ", 2,0
5697,긴장감은 진짜 역대급이네요.우리나라 영화중에 이정도로 긴장감 주는 영화가있었을까요. . . 큰 반전은 없고 말그대로 사냥이 시간이었는데저는 평점이 왜 이렇게 안좋은지 모르겠어요.연기력은 죽여줬어요 진짜 , 10,1
5698,긴장감을 계속 주지만 긴장감만줄뿐 사건이 안터져서 미미하게 가버린느낌..? 좀 더 액션이 많았으면 함  팍 터져야하는데 내기준 잔잔.. 그외 모두 완벽함 이러건 정말 영화관에서봐야해 , 7,1
5699,스토리적인 미흡함을 차치하더라도 디스토피아적 세련됨이 엄청 떨어짐 클럽씬등 오글거리고 홍대충느낌이 너무 많이남 , 1,0
5700,금융위기를 소재로 한 영화~ 전체적인 흐름이 인상 깊었다. , 9,1
5701,, ,0
5702,, 10,1
5703,제 인생영화에요 진짜 ㅠㅠㅠ 꿈과 사랑 모두 느끼게 해주는 영화 ㅜㅜ , 10,1
5704,음... 내가 나이가 들었는지 재미없다고 생각했는데.. 네이버 리뷰 보니.. 다행... 내가 나이들어서 재미 없는게 아니였구나... 그냥 재미 없음.. 긴장감도 없음... 개연성도 없음.... , 2,0
5705,각본이 신선해요. 오래 기억에 남을 작품. , 10,1
5706,개봉당시 극장에서봤음. 반지가 굴러갈때의 그 소름은 아직도 생생하다. 내인생 최고 충격받은 영화 , 10,1
5707,골때리는 영화. 미국에서도 일부 자동차 수리업자들이 바가지 사기를 치는 모양. 자동차 수리업 하는 분들은 싫어할런지도. ㅎㅎ 참신한 아이디어와 나름 권선징악. 영화속 중남미? 댄스 음악도 경쾌하고. 종종 다시 봐도 재미난데 참 대단히 잘 만든 수작 중의 하나. 수OO 지나도 재미가 날 정도니 얼마나 대단한지.. ㅎㅎ , 10,1
5708,내 시간이 어떻게 사라지는지 긴장된다 내용이 어떻게 전개될지 신기하다 왜 영화에 이렇게 다양한 이야기를 담았는지 이건 드라마 48 부작으로 차차 풀어야될 대하 드라마였다 , 1,0
5709,엔딩이 이게 모냐 열린결말도 아니고 2부 나오냐ㅋㅋ , 1,0
